"Session","Session Date","Session Link"
"3rd Assembly - 3rd Session","20130917","https://assembly.nu.ca/sites/default/files/Hansard_20130917.pdf"
"3rd Assembly - 3rd Session","20130916","https://assembly.nu.ca/sites/default/files/Hansard_20130916.pdf"
"3rd Assembly - 3rd Session","20130913","https://assembly.nu.ca/sites/default/files/Hansard_20130913.pdf"
"3rd Assembly - 3rd Session","20130912","https://assembly.nu.ca/sites/default/files/Hansard_20130912.pdf"
"3rd Assembly - 3rd Session","20130911","https://assembly.nu.ca/sites/default/files/Hansard_20130911.pdf"
"3rd Assembly - 3rd Session","20130910","https://assembly.nu.ca/sites/default/files/Hansard_20130910.pdf"
"3rd Assembly - 3rd Session","20130909","https://assembly.nu.ca/sites/default/files/Hansard_20130909.pdf"
"3rd Assembly - 3rd Session","20130906","https://assembly.nu.ca/sites/default/files/Hansard_20130906.pdf"
"3rd Assembly - 3rd Session","20130905","https://assembly.nu.ca/sites/default/files/Hansard_20130905.pdf"
"3rd Assembly - 3rd Session","20130516","https://assembly.nu.ca/sites/default/files/Hansard_20130516_0.pdf"
"3rd Assembly - 3rd Session","20130228","https://assembly.nu.ca/sites/default/files/Hansard_20130228.pdf"
"3rd Assembly - 3rd Session","20130227","https://assembly.nu.ca/sites/default/files/Hansard_20130227.pdf"
"3rd Assembly - 3rd Session","20130226","https://assembly.nu.ca/sites/default/files/Hansard_20130226.pdf"
"3rd Assembly - 3rd Session","20121105","https://assembly.nu.ca/sites/default/files/Hansard_20121105.pdf"
"3rd Assembly - 3rd Session","20121102","https://assembly.nu.ca/sites/default/files/Hansard_20121102.pdf"
"3rd Assembly - 3rd Session","20121101","https://assembly.nu.ca/sites/default/files/Hansard_20121101.pdf"
"3rd Assembly - 3rd Session","20121031","https://assembly.nu.ca/sites/default/files/Hansard_20121031.pdf"
"3rd Assembly - 3rd Session","20121030","https://assembly.nu.ca/sites/default/files/Hansard_20121030.pdf"
"3rd Assembly - 3rd Session","20121029","https://assembly.nu.ca/sites/default/files/Hansard_20121029.pdf"
"3rd Assembly - 3rd Session","20121026","https://assembly.nu.ca/sites/default/files/Hansard_20121026.pdf"
"3rd Assembly - 3rd Session","20120229","https://assembly.nu.ca/sites/default/files/Hansard_20120229.pdf"
"3rd Assembly - 3rd Session","20120228","https://assembly.nu.ca/sites/default/files/Hansard_20120228.pdf"
"3rd Assembly - 3rd Session","20120227","https://assembly.nu.ca/sites/default/files/Hansard_20120227.pdf"
"3rd Assembly - 3rd Session","20120224","https://assembly.nu.ca/sites/default/files/Hansard_20120224.pdf"
"3rd Assembly - 3rd Session","20120223","https://assembly.nu.ca/sites/default/files/Hansard_20120223.pdf"
"3rd Assembly - 3rd Session","20120222","https://assembly.nu.ca/sites/default/files/Hansard_20120222.pdf"
"3rd Assembly - 3rd Session","20120221","https://assembly.nu.ca/sites/default/files/Hansard_20120221.pdf"
"3rd Assembly - 3rd Session","20111031","https://assembly.nu.ca/sites/default/files/Hansard_20111031.pdf"
"3rd Assembly - 3rd Session","20111028","https://assembly.nu.ca/sites/default/files/Hansard_20111028.pdf"
"3rd Assembly - 3rd Session","20111027","https://assembly.nu.ca/sites/default/files/Hansard_20111027.pdf"
"3rd Assembly - 3rd Session","20110308","https://assembly.nu.ca/sites/default/files/Hansard_20110308.pdf"
"3rd Assembly - 3rd Session","20110307","https://assembly.nu.ca/sites/default/files/Hansard_20110307.pdf"
"3rd Assembly - 3rd Session","20110304","https://assembly.nu.ca/sites/default/files/Hansard_20110304.pdf"
"3rd Assembly - 3rd Session","20110303","https://assembly.nu.ca/sites/default/files/Hansard_20110303.pdf"
"3rd Assembly - 3rd Session","20110302","https://assembly.nu.ca/sites/default/files/Hansard_20110302.pdf"
"3rd Assembly - 3rd Session","20110301","https://assembly.nu.ca/sites/default/files/Hansard_20110301.pdf"
"3rd Assembly - 3rd Session","20110228","https://assembly.nu.ca/sites/default/files/Hansard_20110228.pdf"
"3rd Assembly - 2nd Session","20110225","https://assembly.nu.ca/sites/default/files/Hansard_20110225.pdf"
"3rd Assembly - 2nd Session","20110224","https://assembly.nu.ca/sites/default/files/Hansard_20110224.pdf"
"3rd Assembly - 2nd Session","20110223","https://assembly.nu.ca/sites/default/files/Hansard_20110223.pdf"
"3rd Assembly - 2nd Session","20110222","https://assembly.nu.ca/sites/default/files/Hansard_20110222.pdf"
"3rd Assembly - 2nd Session","20101104","https://assembly.nu.ca/sites/default/files/20101104%20Nunavut%20Leadership%20Forum.pdf"
"3rd Assembly - 2nd Session","20101103","https://assembly.nu.ca/sites/default/files/20101103%20Nunavut%20Leadership%20Forum.pdf"
"3rd Assembly - 2nd Session","20101101","https://assembly.nu.ca/sites/default/files/Hansard_20101101.pdf"
"3rd Assembly - 2nd Session","20101029","https://assembly.nu.ca/sites/default/files/Hansard_20101029.pdf"
"3rd Assembly - 2nd Session","20101028","https://assembly.nu.ca/sites/default/files/Hansard_20101028.pdf"
"3rd Assembly - 2nd Session","20100316","https://assembly.nu.ca/sites/default/files/Hansard_20100316.pdf"
"3rd Assembly - 2nd Session","20100315","https://assembly.nu.ca/sites/default/files/Hansard_20100315.pdf"
"3rd Assembly - 2nd Session","20100312","https://assembly.nu.ca/sites/default/files/Hansard_20100312.pdf"
"3rd Assembly - 2nd Session","20100311","https://assembly.nu.ca/sites/default/files/Hansard_20100311.pdf"
"3rd Assembly - 2nd Session","20100310","https://assembly.nu.ca/sites/default/files/Hansard_20100310.pdf"
"3rd Assembly - 2nd Session","20100309","https://assembly.nu.ca/sites/default/files/Hansard_20100309.pdf"
"3rd Assembly - 2nd Session","20100308","https://assembly.nu.ca/sites/default/files/Hansard_20100308.pdf"
"3rd Assembly - 2nd Session","20100305","https://assembly.nu.ca/sites/default/files/Hansard_20100305.pdf"
"3rd Assembly - 2nd Session","20100304","https://assembly.nu.ca/sites/default/files/Hansard_20100304.pdf"
"3rd Assembly - 2nd Session","20091208","https://assembly.nu.ca/sites/default/files/Hansard_20091208_0.pdf"
"3rd Assembly - 1st Session","20090330","https://assembly.nu.ca/sites/default/files/Hansard_20090330.pdf"
"3rd Assembly - 1st Session","20090327","https://assembly.nu.ca/sites/default/files/Hansard_20090327.pdf"
"3rd Assembly - 1st Session","20090326","https://assembly.nu.ca/sites/default/files/Hansard_20090326.pdf"
"3rd Assembly - 1st Session","20090325","https://assembly.nu.ca/sites/default/files/Hansard_20090325.pdf"
"3rd Assembly - 1st Session","20090324","https://assembly.nu.ca/sites/default/files/Hansard_20090324.pdf"
"3rd Assembly - 1st Session","20090323","https://assembly.nu.ca/sites/default/files/Hansard_20090323.pdf"
"3rd Assembly - 1st Session","20090320","https://assembly.nu.ca/sites/default/files/Hansard_20090320.pdf"
"3rd Assembly - 1st Session","20090319","https://assembly.nu.ca/sites/default/files/Hansard_20090319.pdf"
"3rd Assembly - 1st Session","20090318","https://assembly.nu.ca/sites/default/files/Hansard_20090318.pdf"
"3rd Assembly - 1st Session","20090317","https://assembly.nu.ca/sites/default/files/Hansard_20090317.pdf"
"2nd Assembly - 4th Session","20080918","https://assembly.nu.ca/sites/default/files/Hansard_20080918.pdf"
"2nd Assembly - 4th Session","20080917","https://assembly.nu.ca/sites/default/files/Hansard_20080917.pdf"
"2nd Assembly - 4th Session","20080916","https://assembly.nu.ca/sites/default/files/Hansard_20080916.pdf"
"2nd Assembly - 4th Session","20080915","https://assembly.nu.ca/sites/default/files/Hansard_20080915.pdf"
"2nd Assembly - 4th Session","20080912","https://assembly.nu.ca/sites/default/files/Hansard_20080912.pdf"
"2nd Assembly - 4th Session","20080911","https://assembly.nu.ca/sites/default/files/Hansard_20080911.pdf"
"2nd Assembly - 4th Session","20080910","https://assembly.nu.ca/sites/default/files/Hansard_20080910.pdf"
"2nd Assembly - 4th Session","20080909","https://assembly.nu.ca/sites/default/files/Hansard_20080909.pdf"
"2nd Assembly - 4th Session","20080604","https://assembly.nu.ca/sites/default/files/Hansard_20080604.pdf"
"2nd Assembly - 4th Session","20080603","https://assembly.nu.ca/sites/default/files/Hansard_20080603.pdf"
"2nd Assembly - 4th Session","20080228","https://assembly.nu.ca/sites/default/files/Hansard_20080228.pdf"
"2nd Assembly - 4th Session","20080227","https://assembly.nu.ca/sites/default/files/Hansard_20080227.pdf"
"2nd Assembly - 4th Session","20080226","https://assembly.nu.ca/sites/default/files/Hansard_20080226.pdf"
"2nd Assembly - 4th Session","20080225","https://assembly.nu.ca/sites/default/files/Hansard_20080225.pdf"
"2nd Assembly - 4th Session","20080222","https://assembly.nu.ca/sites/default/files/Hansard_20080222.pdf"
"2nd Assembly - 4th Session","20080221","https://assembly.nu.ca/sites/default/files/Hansard_20080221.pdf"
"2nd Assembly - 4th Session","20080220","https://assembly.nu.ca/sites/default/files/Hansard_20080220.pdf"
"2nd Assembly - 4th Session","20080219","https://assembly.nu.ca/sites/default/files/Hansard_20080219.pdf"
"2nd Assembly - 4th Session","20071108","https://assembly.nu.ca/sites/default/files/Hansard_20071108.pdf"
"2nd Assembly - 4th Session","20071107","https://assembly.nu.ca/sites/default/files/Hansard_20071107.pdf"
"2nd Assembly - 4th Session","20070328","https://assembly.nu.ca/sites/default/files/Hansard_20070328.pdf"
"2nd Assembly - 4th Session","20070327","https://assembly.nu.ca/sites/default/files/Hansard_20070327.pdf"
"2nd Assembly - 4th Session","20070326","https://assembly.nu.ca/sites/default/files/Hansard_20070326.pdf"
"2nd Assembly - 4th Session","20070324","https://assembly.nu.ca/sites/default/files/Hansard_20070324.pdf"
"2nd Assembly - 4th Session","20070323","https://assembly.nu.ca/sites/default/files/Hansard_20070323.pdf"
"2nd Assembly - 4th Session","20070322","https://assembly.nu.ca/sites/default/files/Hansard_20070322.pdf"
"2nd Assembly - 4th Session","20070321","https://assembly.nu.ca/sites/default/files/Hansard_20070321.pdf"
"2nd Assembly - 4th Session","20070320","https://assembly.nu.ca/sites/default/files/Hansard_20070320.pdf"
"2nd Assembly - 4th Session","20070316","https://assembly.nu.ca/sites/default/files/Hansard_20070316.pdf"
"2nd Assembly - 4th Session","20070315","https://assembly.nu.ca/sites/default/files/Hansard_20070315.pdf"
"2nd Assembly - 3rd Session","20061205","https://assembly.nu.ca/sites/default/files/Hansard_20061205.pdf"
"2nd Assembly - 3rd Session","20061204","https://assembly.nu.ca/sites/default/files/Hansard_20061204.pdf"
"2nd Assembly - 3rd Session","20061201","https://assembly.nu.ca/sites/default/files/Hansard_20061201.pdf"
"2nd Assembly - 3rd Session","20061130","https://assembly.nu.ca/sites/default/files/Hansard_20061130.pdf"
"2nd Assembly - 3rd Session","20061129","https://assembly.nu.ca/sites/default/files/Hansard_20061129.pdf"
"2nd Assembly - 3rd Session","20061128","https://assembly.nu.ca/sites/default/files/Hansard_20061128.pdf"
"2nd Assembly - 3rd Session","20061127","https://assembly.nu.ca/sites/default/files/Hansard_20061127.pdf"
"2nd Assembly - 3rd Session","20061124","https://assembly.nu.ca/sites/default/files/Hansard_20061124.pdf"
"2nd Assembly - 3rd Session","20061123","https://assembly.nu.ca/sites/default/files/Hansard_20061123.pdf"
"2nd Assembly - 3rd Session","20061122","https://assembly.nu.ca/sites/default/files/Hansard_20061122.pdf"
"2nd Assembly - 3rd Session","20060227","https://assembly.nu.ca/sites/default/files/Hansard_20060227.pdf"
"2nd Assembly - 3rd Session","20060224","https://assembly.nu.ca/sites/default/files/Hansard_20060224.pdf"
"2nd Assembly - 3rd Session","20060223","https://assembly.nu.ca/sites/default/files/Hansard_20060223.pdf"
"2nd Assembly - 3rd Session","20060222","https://assembly.nu.ca/sites/default/files/Hansard_20060222.pdf"
"2nd Assembly - 3rd Session","20060221","https://assembly.nu.ca/sites/default/files/Hansard_20060221.pdf"
"2nd Assembly - 3rd Session","20051202","https://assembly.nu.ca/sites/default/files/Hansard_20051202.pdf"
"2nd Assembly - 3rd Session","20051201","https://assembly.nu.ca/sites/default/files/Hansard_20051201.pdf"
"2nd Assembly - 3rd Session","20051130","https://assembly.nu.ca/sites/default/files/Hansard_20051130.pdf"
"2nd Assembly - 3rd Session","20051129","https://assembly.nu.ca/sites/default/files/Hansard_20051129.pdf"
"2nd Assembly - 3rd Session","20051128","https://assembly.nu.ca/sites/default/files/Hansard_20051128.pdf"
"2nd Assembly - 2nd Session","20050505","https://assembly.nu.ca/sites/default/files/Hansard_20050505.pdf"
"2nd Assembly - 2nd Session","20050504","https://assembly.nu.ca/sites/default/files/Hansard_20050504.pdf"
"2nd Assembly - 2nd Session","20050503","https://assembly.nu.ca/sites/default/files/Hansard_20050503.pdf"
"2nd Assembly - 2nd Session","20050502","https://assembly.nu.ca/sites/default/files/Hansard_20050502.pdf"
"2nd Assembly - 2nd Session","20050429","https://assembly.nu.ca/sites/default/files/Hansard_20050429.pdf"
"2nd Assembly - 2nd Session","20050428","https://assembly.nu.ca/sites/default/files/Hansard_20050428.pdf"
"2nd Assembly - 2nd Session","20050427","https://assembly.nu.ca/sites/default/files/Hansard_20050427.pdf"
"2nd Assembly - 2nd Session","20050426","https://assembly.nu.ca/sites/default/files/Hansard_20050426_0.pdf"
"2nd Assembly - 2nd Session","20050322","https://assembly.nu.ca/sites/default/files/Hansard_20050322.pdf"
"2nd Assembly - 2nd Session","20050321","https://assembly.nu.ca/sites/default/files/Hansard_20050321.pdf"
"2nd Assembly - 2nd Session","20041126","https://assembly.nu.ca/sites/default/files/Hansard_20041126.pdf"
"2nd Assembly - 2nd Session","20041125","https://assembly.nu.ca/sites/default/files/Hansard_20041125.pdf"
"2nd Assembly - 2nd Session","20041124","https://assembly.nu.ca/sites/default/files/Hansard_20041124.pdf"
"2nd Assembly - 2nd Session","20041123","https://assembly.nu.ca/sites/default/files/Hansard_20041123.pdf"
"2nd Assembly - 2nd Session","20041122","https://assembly.nu.ca/sites/default/files/Hansard_20041122.pdf"
"2nd Assembly - 2nd Session","20041119","https://assembly.nu.ca/sites/default/files/Hansard_20041119.pdf"
"2nd Assembly - 2nd Session","20041118","https://assembly.nu.ca/sites/default/files/Hansard_20041118.pdf"
"2nd Assembly - 2nd Session","20041117","https://assembly.nu.ca/sites/default/files/Hansard_20041117.pdf"
"2nd Assembly - 2nd Session","20041116","https://assembly.nu.ca/sites/default/files/Hansard_20041116.pdf"
"2nd Assembly - 1st Session","20040603","https://assembly.nu.ca/sites/default/files/Hansard_20040603.pdf"
"2nd Assembly - 1st Session","20040602","https://assembly.nu.ca/sites/default/files/Hansard_20040602.pdf"
"2nd Assembly - 1st Session","20040601","https://assembly.nu.ca/sites/default/files/Hansard_20040601.pdf"
"2nd Assembly - 1st Session","20040531","https://assembly.nu.ca/sites/default/files/Hansard_20040531.pdf"
"2nd Assembly - 1st Session","20040528","https://assembly.nu.ca/sites/default/files/Hansard_20040528.pdf"
"2nd Assembly - 1st Session","20040527","https://assembly.nu.ca/sites/default/files/Hansard_20040527.pdf"
"2nd Assembly - 1st Session","20040526","https://assembly.nu.ca/sites/default/files/Hansard_20040526.pdf"
"2nd Assembly - 1st Session","20040525","https://assembly.nu.ca/sites/default/files/Hansard_20040525.pdf"
"2nd Assembly - 1st Session","20040521","https://assembly.nu.ca/sites/default/files/Hansard_20040521.pdf"
"2nd Assembly - 1st Session","20040520","https://assembly.nu.ca/sites/default/files/Hansard_20040520.pdf"
"1st Assembly - 6th Session","20031205","https://assembly.nu.ca/sites/default/files/Hansard_20031205.pdf"
"1st Assembly - 6th Session","20031204","https://assembly.nu.ca/sites/default/files/Hansard_20031204.pdf"
"1st Assembly - 6th Session","20031203","https://assembly.nu.ca/sites/default/files/Hansard_20031203.pdf"
"1st Assembly - 6th Session","20031202","https://assembly.nu.ca/sites/default/files/Hansard_20031202.pdf"
"1st Assembly - 6th Session","20031105","https://assembly.nu.ca/sites/default/files/Hansard_20031105.pdf"
"1st Assembly - 6th Session","20031104","https://assembly.nu.ca/sites/default/files/Hansard_20031104.pdf"
"1st Assembly - 6th Session","20031103","https://assembly.nu.ca/sites/default/files/Hansard_20031103.pdf"
"1st Assembly - 6th Session","20031031","https://assembly.nu.ca/sites/default/files/Hansard_20031031.pdf"
"1st Assembly - 6th Session","20031030","https://assembly.nu.ca/sites/default/files/Hansard_20031030.pdf"
"1st Assembly - 6th Session","20031029","https://assembly.nu.ca/sites/default/files/Hansard_20031029.pdf"
"1st Assembly - 6th Session","20030317","https://assembly.nu.ca/sites/default/files/Hansard_20030317.pdf"
"1st Assembly - 6th Session","20030314","https://assembly.nu.ca/sites/default/files/Hansard_20030314.pdf"
"1st Assembly - 6th Session","20030313","https://assembly.nu.ca/sites/default/files/Hansard_20030313.pdf"
"1st Assembly - 6th Session","20030312","https://assembly.nu.ca/sites/default/files/Hansard_20030312.pdf"
"1st Assembly - 6th Session","20030311","https://assembly.nu.ca/sites/default/files/Hansard_20030311.pdf"
"1st Assembly - 6th Session","20030310","https://assembly.nu.ca/sites/default/files/Hansard_20030310.pdf"
"1st Assembly - 6th Session","20030307","https://assembly.nu.ca/sites/default/files/Hansard_20030307.pdf"
"1st Assembly - 6th Session","20030305","https://assembly.nu.ca/sites/default/files/Hansard_20030305.pdf"
"1st Assembly - 6th Session","20030304","https://assembly.nu.ca/sites/default/files/Hansard_20030304_0.pdf"
"1st Assembly - 6th Session","20021203","https://assembly.nu.ca/sites/default/files/Hansard_20021203.pdf"
"1st Assembly - 6th Session","20020509","https://assembly.nu.ca/sites/default/files/Hansard_20020509.pdf"
"1st Assembly - 6th Session","20020508","https://assembly.nu.ca/sites/default/files/Hansard_20020508.pdf"
"1st Assembly - 6th Session","20020507","https://assembly.nu.ca/sites/default/files/Hansard_20020507.pdf"
"1st Assembly - 6th Session","20020506","https://assembly.nu.ca/sites/default/files/Hansard_20020506.pdf"
"1st Assembly - 6th Session","20020503","https://assembly.nu.ca/sites/default/files/Hansard_20020503.pdf"
"1st Assembly - 6th Session","20020502","https://assembly.nu.ca/sites/default/files/Hansard_20020502.pdf"
"1st Assembly - 6th Session","20020501","https://assembly.nu.ca/sites/default/files/Hansard_20020501.pdf"
"1st Assembly - 6th Session","20020430","https://assembly.nu.ca/sites/default/files/Hansard_20020430.pdf"
"1st Assembly - 6th Session","20020429","https://assembly.nu.ca/sites/default/files/Hansard_20020429.pdf"
"1st Assembly - 6th Session","20020426","https://assembly.nu.ca/sites/default/files/Hansard_20020426.pdf"
"1st Assembly - 5th Session","20020306","https://assembly.nu.ca/sites/default/files/20020306_Final.pdf"
"1st Assembly - 5th Session","20020305","https://assembly.nu.ca/sites/default/files/20020305_Final.pdf"
"1st Assembly - 5th Session","20020304","https://assembly.nu.ca/sites/default/files/20020304_Final.pdf"
"1st Assembly - 5th Session","20020301","https://assembly.nu.ca/sites/default/files/20020301_Final.pdf"
"1st Assembly - 5th Session","20020228","https://assembly.nu.ca/sites/default/files/20020228_Final.pdf"
"1st Assembly - 5th Session","20020227","https://assembly.nu.ca/sites/default/files/20020227_Final.pdf"
"1st Assembly - 5th Session","20020226","https://assembly.nu.ca/sites/default/files/20020226_Final.pdf"
"1st Assembly - 5th Session","20020225","https://assembly.nu.ca/sites/default/files/20020225_Final.pdf"
"1st Assembly - 5th Session","20020222","https://assembly.nu.ca/sites/default/files/20020222_Final.pdf"
"1st Assembly - 5th Session","20020221","https://assembly.nu.ca/sites/default/files/20020221_Final.pdf"
"1st Assembly - 5th Session","20010523","https://assembly.nu.ca/sites/default/files/20010523_Final.pdf"
"1st Assembly - 5th Session","20010522","https://assembly.nu.ca/sites/default/files/20010522_Final.pdf"
"1st Assembly - 5th Session","20010518","https://assembly.nu.ca/sites/default/files/20010518_Final.pdf"
"1st Assembly - 5th Session","20010517","https://assembly.nu.ca/sites/default/files/20010517_Final.pdf"
"1st Assembly - 5th Session","20010329","https://assembly.nu.ca/sites/default/files/20010329_Final.pdf"
"1st Assembly - 5th Session","20010328","https://assembly.nu.ca/sites/default/files/20010328_Final.pdf"
"1st Assembly - 5th Session","20010327","https://assembly.nu.ca/sites/default/files/20010327_Final.pdf"
"1st Assembly - 5th Session","20010326","https://assembly.nu.ca/sites/default/files/20010326_Final.pdf"
"1st Assembly - 5th Session","20010323","https://assembly.nu.ca/sites/default/files/20010323_Final.pdf"
"1st Assembly - 5th Session","20010322","https://assembly.nu.ca/sites/default/files/20010322_Final.pdf"
"1st Assembly - 4th Session","20001103","https://assembly.nu.ca/sites/default/files/20001103_Final.pdf"
"1st Assembly - 4th Session","20001102","https://assembly.nu.ca/sites/default/files/20001102_Final.pdf"
"1st Assembly - 4th Session","20001101","https://assembly.nu.ca/sites/default/files/20001101_Final.pdf"
"1st Assembly - 4th Session","20001031","https://assembly.nu.ca/sites/default/files/20001031_Final.pdf"
"1st Assembly - 4th Session","20001027","https://assembly.nu.ca/sites/default/files/20001027_Final.pdf"
"1st Assembly - 4th Session","20001026","https://assembly.nu.ca/sites/default/files/20001026_Final.pdf"
"1st Assembly - 4th Session","20001025","https://assembly.nu.ca/sites/default/files/20001025_Final.pdf"
"1st Assembly - 4th Session","20001024","https://assembly.nu.ca/sites/default/files/20001024_Final.pdf"
"1st Assembly - 4th Session","20001023","https://assembly.nu.ca/sites/default/files/20001023_Final.pdf"
"1st Assembly - 3rd Session","20001020","https://assembly.nu.ca/sites/default/files/20001020_Final.pdf"
"1st Assembly - 3rd Session","20001019","https://assembly.nu.ca/sites/default/files/20001019_Final.pdf"
"1st Assembly - 3rd Session","20001018","https://assembly.nu.ca/sites/default/files/20001018_Final.pdf"
